merchant_id,industry,tier,region,plan,tenure_months,avg_monthly_txn,avg_ticket_size,monthly_revenue,days_since_last_txn,revenue_trend_pct,support_tickets_90d,avg_resolution_hours,satisfaction_score,failed_payments_90d,account_manager_calls_90d,features_adopted,integration_active,churned
M101497,Services,Small,South,Standard,15,58,75.41,4373.78,65,5.5,2,17.5,7.0,0,1,5,1,0
M101498,Food & Beverage,Medium,North,Premium,55,190,33.59,6382.1,11,-10.9,2,6.3,5.9,0,1,5,0,1
M101499,Services,Medium,East,Plus,32,213,117.52,25031.76,21,2.0,0,5.0,7.5,0,1,6,1,0
M101500,Services,Small,North,Premium,34,36,80.57,2900.52,6,-11.4,1,10.0,5.4,0,2,1,0,0
M101501,Health,Small,North,Standard,28,24,94.28,2262.72,15,-47.7,3,39.0,7.6,0,1,7,1,1
M101502,Food & Beverage,Medium,South,Standard,6,368,58.79,21634.72,7,-15.7,2,9.4,5.9,1,1,7,1,1
M101503,Food & Beverage,Small,South,Standard,47,52,56.2,2922.4,10,14.2,1,9.8,6.2,0,2,8,1,0
M101504,eCommerce,Small,North,Standard,20,35,27.49,962.15,18,-3.0,2,13.5,8.2,0,0,4,1,1
M101505,Services,Small,West,Plus,15,63,36.81,2319.03,36,-3.8,1,9.7,6.0,0,0,1,1,0
M101506,eCommerce,Small,East,Standard,47,32,52.54,1681.28,9,27.4,3,7.0,6.9,1,2,3,1,0
M101507,Food & Beverage,Small,West,Plus,12,21,67.88,1425.48,18,-18.2,1,22.6,2.2,1,2,4,1,1
M101508,Retail,Medium,South,Plus,41,313,61.61,19283.93,21,-16.1,1,7.6,6.7,0,0,5,0,1
M101509,eCommerce,Small,South,Standard,28,26,18.6,483.6,25,10.3,1,3.5,8.4,2,3,2,0,0
M101510,Retail,Medium,West,Standard,48,205,32.58,6678.9,2,-12.7,1,13.1,5.9,0,3,1,1,0
M101511,Retail,Small,North,Plus,3,43,63.72,2739.96,28,-12.8,0,22.4,7.4,2,0,2,1,1
M101512,Services,Enterprise,South,Premium,46,1373,68.78,94434.94,21,37.1,1,5.7,7.3,0,1,6,0,0
M101513,eCommerce,Small,West,Standard,14,54,44.99,2429.46,18,-20.6,3,11.2,8.8,1,0,2,1,0
M101514,Travel,Small,South,Premium,52,49,76.97,3771.53,8,-13.1,0,9.1,6.0,0,1,6,0,0
M101515,Retail,Small,West,Premium,21,48,76.37,3665.76,19,12.7,2,8.4,6.8,0,1,6,1,0
M101516,Retail,Small,South,Plus,1,30,149.5,4485.0,54,1.9,0,9.3,4.8,0,0,5,0,1
M101517,Health,Small,South,Standard,29,44,56.4,2481.6,34,-27.2,1,29.7,6.0,0,3,1,1,0
M101518,Retail,Medium,West,Plus,4,130,44.08,5730.4,11,42.2,1,10.7,6.4,0,1,1,1,0
M101519,Retail,Small,North,Plus,16,69,33.7,2325.3,18,-14.5,3,17.5,8.3,0,1,7,1,0
M101520,Food & Beverage,Small,West,Standard,43,24,25.58,613.92,18,-2.4,2,9.2,6.1,0,1,5,0,1
M101521,Services,Small,North,Premium,34,35,74.7,2614.5,13,12.6,1,12.9,6.3,1,1,7,1,0
M101522,Travel,Medium,South,Premium,42,139,70.42,9788.38,5,50.6,4,17.6,5.6,1,1,8,1,0
M101523,eCommerce,Medium,East,Standard,52,170,27.37,4652.9,11,-6.0,2,19.2,6.7,0,0,4,1,0
M101524,eCommerce,Medium,East,Plus,28,221,74.96,16566.16,22,-17.2,1,7.4,10.0,2,0,8,0,0
M101525,Retail,Medium,West,Plus,33,183,60.47,11066.01,11,13.9,0,7.9,1.6,1,1,4,1,1
M101526,Food & Beverage,Medium,West,Plus,4,328,47.62,15619.36,15,48.9,1,19.3,6.6,0,1,8,1,0
M101527,Food & Beverage,Medium,East,Plus,17,238,17.78,4231.64,37,6.0,0,6.7,9.1,0,3,6,1,0
M101528,Retail,Small,East,Standard,43,34,70.05,2381.7,15,-3.3,0,3.4,6.6,0,1,2,1,0
M101529,Retail,Medium,South,Standard,4,210,126.04,26468.4,15,11.6,1,7.2,8.1,1,1,1,1,0
M101530,Food & Beverage,Medium,West,Standard,22,337,36.07,12155.59,17,-42.7,1,18.9,8.5,3,2,8,0,1
M101531,Retail,Small,East,Premium,9,55,60.53,3329.15,10,-10.5,1,20.8,6.1,0,0,4,1,1
M101532,Services,Medium,North,Standard,51,148,72.98,10801.04,28,-37.2,4,20.2,5.5,0,1,7,0,1
M101533,eCommerce,Small,West,Premium,34,32,13.77,440.64,6,-4.9,1,23.1,7.9,1,0,2,0,1
M101534,Retail,Small,South,Standard,39,47,32.94,1548.18,10,-8.3,2,29.4,6.9,1,2,4,1,0
M101535,Food & Beverage,Small,South,Standard,41,45,23.43,1054.35,18,-55.0,2,18.5,6.6,1,0,2,0,1
M101536,eCommerce,Medium,South,Premium,14,152,125.64,19097.28,12,6.9,2,10.8,8.0,1,0,1,0,1
M101537,eCommerce,Medium,West,Plus,3,286,13.39,3829.54,43,16.6,1,3.7,9.0,0,2,5,0,0
M101538,eCommerce,Small,South,Standard,24,29,47.5,1377.5,15,-1.3,5,9.2,7.1,2,1,4,0,1
M101539,Food & Beverage,Small,South,Standard,11,63,64.16,4042.08,15,-30.6,2,7.1,7.7,2,0,2,1,1
M101540,eCommerce,Small,North,Standard,19,48,35.91,1723.68,7,30.8,2,22.5,7.3,0,1,3,1,0
M101541,Retail,Small,South,Standard,19,27,14.83,400.41,12,44.7,2,7.5,6.5,2,1,4,1,0
M101542,Food & Beverage,Enterprise,North,Standard,47,997,48.57,48424.29,27,11.8,1,6.2,9.2,0,0,2,1,0
M101543,Retail,Small,East,Plus,19,33,35.59,1174.47,9,-4.8,1,6.7,5.6,1,1,6,1,0
M101544,Food & Beverage,Small,West,Standard,9,42,67.93,2853.06,3,-4.5,1,10.5,6.9,0,0,3,0,1
M101545,Food & Beverage,Small,South,Standard,57,37,81.22,3005.14,14,12.5,2,14.3,8.1,0,1,5,1,0
M101546,Retail,Enterprise,West,Standard,3,804,27.48,22093.92,16,5.0,1,13.1,5.3,0,0,6,1,1
M101547,eCommerce,Small,West,Standard,13,25,37.63,940.75,11,12.6,2,8.1,8.6,1,0,3,1,1
M101548,Food & Beverage,Medium,North,Premium,21,267,38.68,10327.56,37,12.9,0,19.2,6.9,1,1,1,0,1
M101549,Retail,Small,East,Standard,4,44,80.6,3546.4,59,-13.2,0,8.8,9.3,0,1,1,0,1
M101550,Retail,Small,East,Standard,54,42,56.97,2392.74,18,-15.1,2,19.8,7.6,1,2,5,1,0
M101551,Food & Beverage,Medium,South,Plus,21,242,28.09,6797.78,12,-3.2,1,11.0,6.8,0,0,1,1,0
M101552,Food & Beverage,Small,West,Premium,47,32,94.21,3014.72,22,13.3,2,7.9,7.6,1,1,1,1,0
M101553,Food & Beverage,Medium,South,Plus,8,235,35.85,8424.75,37,-31.3,2,9.3,7.6,0,2,4,0,1
M101554,Retail,Small,North,Premium,31,97,41.23,3999.31,9,-2.0,1,5.7,10.0,1,1,3,1,0
M101555,eCommerce,Medium,East,Premium,8,332,31.79,10554.28,26,2.2,1,3.4,7.6,0,1,4,1,0
M101556,Health,Medium,North,Plus,14,199,59.31,11802.69,14,-7.7,1,11.9,6.8,1,2,6,1,0
M101557,Food & Beverage,Medium,South,Premium,25,183,44.97,8229.51,32,33.9,1,5.1,7.0,1,0,7,1,0
M101558,Services,Small,East,Standard,51,15,108.97,1634.55,7,30.1,2,5.2,7.6,1,0,4,1,0
M101559,Travel,Medium,East,Premium,19,320,57.39,18364.8,40,12.1,2,19.2,4.8,1,1,1,1,0
M101560,Health,Enterprise,South,Premium,45,1580,32.870000000000005,51934.6,18,41.9,3,26.5,5.7,2,2,2,1,0
M101561,Services,Small,South,Premium,6,33,54.08,1784.64,22,22.3,3,8.6,5.6,1,0,7,0,1
M101562,Travel,Small,North,Standard,15,24,117.21,2813.04,6,6.0,2,65.7,2.9,0,2,1,1,1
M101563,Travel,Medium,South,Plus,36,147,26.32,3869.04,6,-7.5,1,17.6,8.0,0,0,2,1,0
M101564,eCommerce,Small,East,Standard,28,47,70.02,3290.94,20,-5.7,1,11.8,7.1,1,1,8,1,0
M101565,Food & Beverage,Medium,East,Plus,30,213,17.93,3819.09,23,11.4,1,2.6,6.3,1,3,3,1,0
M101566,Retail,Medium,South,Standard,41,280,104.91,29374.8,13,-5.2,3,17.3,6.5,0,1,1,0,0
M101567,Retail,Small,North,Plus,5,41,41.82,1714.62,24,-30.4,3,7.1,6.9,0,0,7,1,0
M101568,Food & Beverage,Medium,East,Plus,42,309,32.36,9999.24,6,-5.4,2,6.4,7.4,1,3,6,0,0
M101569,Food & Beverage,Medium,East,Standard,51,250,113.41,28352.5,4,25.6,1,16.0,4.4,0,0,7,1,0
M101570,Food & Beverage,Small,North,Standard,46,53,52.15,2763.95,17,-53.6,0,33.4,4.2,0,1,6,1,1
M101571,Services,Enterprise,East,Standard,17,577,53.24,30719.48,6,33.9,2,13.4,4.6,0,2,5,0,0
M101572,Services,Small,North,Plus,21,26,42.16,1096.16,3,15.6,2,21.5,5.1,1,0,6,0,1
M101573,eCommerce,Small,South,Plus,57,35,43.18,1511.3,7,-2.2,5,38.9,4.5,3,3,1,0,1
M101574,Retail,Medium,East,Plus,47,321,16.9,5424.9,22,9.3,3,5.8,5.7,0,0,1,0,0
M101575,Retail,Small,East,Standard,55,77,69.46,5348.42,18,24.1,1,16.1,8.0,0,0,5,1,0
M101576,eCommerce,Medium,East,Plus,54,208,23.52,4892.16,38,3.7,2,25.8,9.3,0,1,4,1,0
M101577,eCommerce,Small,West,Plus,26,32,87.4,2796.8,19,23.9,3,24.5,7.7,1,1,7,0,1
M101578,Health,Small,North,Standard,8,20,29.07,581.4,6,21.7,1,23.4,5.5,0,1,8,0,0
M101579,Travel,Small,West,Standard,14,54,55.91,3019.14,23,6.9,2,8.6,7.5,1,1,3,1,1
M101580,Travel,Medium,South,Standard,18,181,38.36,6943.16,9,-21.4,2,14.6,6.8,1,2,3,0,1
M101581,Food & Beverage,Medium,South,Standard,50,620,42.16,26139.2,12,0.8,0,23.6,5.4,0,1,2,1,0
M101582,Food & Beverage,Medium,West,Standard,17,170,46.71,7940.7,9,-41.9,4,19.3,8.8,0,1,7,1,1
M101583,Retail,Enterprise,South,Standard,22,2507,63.77,159871.39,5,12.8,4,7.8,10.0,2,1,4,1,0
M101584,Services,Medium,North,Standard,51,286,111.67,31937.62,80,-6.2,0,3.7,5.1,1,0,3,1,1
M101585,Health,Medium,East,Standard,10,154,41.59,6404.86,8,-10.5,1,22.6,8.8,0,1,6,1,1
M101586,Food & Beverage,Small,East,Standard,40,43,15.29,657.47,3,17.4,2,2.8,6.5,1,2,4,1,1
M101587,Services,Enterprise,East,Plus,33,1572,98.94,155533.68,25,-24.9,2,17.6,6.3,1,0,5,1,1
M101588,Food & Beverage,Medium,North,Plus,59,203,75.14,15253.42,2,5.5,1,18.6,7.1,1,0,7,1,0
M101589,Retail,Enterprise,East,Standard,29,1609,28.44,45759.96,14,-4.5,0,13.3,9.4,0,3,2,1,0
M101590,Retail,Small,North,Plus,31,53,25.66,1359.98,28,-1.0,5,23.5,6.9,0,3,6,1,1
M101591,Retail,Small,East,Plus,51,49,65.33,3201.17,5,9.3,1,18.5,7.3,2,0,7,1,1
M101592,Health,Medium,East,Standard,59,219,59.34,12995.46,15,43.1,2,3.1,8.8,0,1,8,1,1
M101593,Food & Beverage,Small,West,Standard,44,27,126.53,3416.31,12,11.8,2,3.9,9.0,1,1,7,1,0
M101594,eCommerce,Small,West,Standard,42,39,69.83,2723.37,8,32.9,2,7.5,8.0,0,1,2,1,0
M101595,eCommerce,Enterprise,North,Plus,52,1276,37.02,47237.52,38,33.7,1,14.4,8.5,0,0,6,1,0
M101596,Retail,Small,North,Standard,58,21,32.47,681.87,12,19.9,3,15.8,5.9,0,2,5,1,0
M101597,Retail,Small,East,Standard,44,42,54.92,2306.64,25,-37.6,1,5.0,4.6,1,2,1,1,0
M101598,eCommerce,Small,West,Plus,18,39,17.380000000000003,677.82,29,-2.3,1,25.7,9.2,0,0,5,1,0
M101599,Retail,Small,North,Premium,38,25,21.01,525.25,13,-21.0,0,39.1,4.0,0,0,2,1,0
M101600,Travel,Medium,South,Standard,14,196,26.54,5201.84,6,66.0,0,17.3,5.9,0,2,5,1,0
M101601,Retail,Enterprise,South,Plus,30,1076,36.5,39274.0,30,-19.1,3,15.6,6.3,1,1,5,1,1
M101602,Services,Enterprise,South,Standard,27,2358,51.7,121908.6,14,-29.9,2,15.8,6.0,2,0,6,0,1
M101603,eCommerce,Medium,East,Plus,59,238,72.31,17209.78,15,-57.9,0,5.6,6.2,1,1,7,1,0
M101604,Retail,Medium,South,Plus,33,316,102.09,32260.44,11,-19.8,1,4.1,8.1,0,0,5,1,0
M101605,Retail,Small,South,Plus,57,38,91.75,3486.5,29,5.7,3,23.0,7.2,1,2,4,1,1
M101606,Health,Medium,West,Standard,48,114,84.2,9598.8,6,26.9,1,18.4,7.7,3,0,8,1,0
M101607,Retail,Small,South,Standard,51,51,41.26,2104.26,15,-20.5,0,19.6,7.5,1,2,3,1,1
M101608,Food & Beverage,Small,North,Plus,10,32,32.97,1055.04,6,28.8,0,12.9,6.3,0,0,3,1,0
M101609,Food & Beverage,Enterprise,West,Standard,46,1067,64.61,68938.87,11,1.6,3,6.3,6.6,0,3,8,0,1
M101610,Retail,Medium,South,Premium,15,152,66.83,10158.16,32,-7.7,3,6.1,9.1,1,2,8,1,1
M101611,eCommerce,Small,West,Standard,35,41,28.1,1152.1,32,6.8,2,6.3,6.5,1,1,4,0,1
M101612,eCommerce,Medium,West,Standard,29,319,46.59,14862.21,13,34.2,1,28.1,5.3,1,1,7,1,0
M101613,Food & Beverage,Small,East,Standard,16,55,31.49,1731.95,19,4.1,3,5.9,8.8,0,1,8,1,1
M101614,eCommerce,Small,North,Standard,59,70,20.560000000000002,1439.2,19,-21.4,1,9.8,7.1,1,0,7,1,0
M101615,Retail,Small,West,Premium,52,73,62.0,4526.0,6,12.3,1,7.3,6.4,1,0,5,1,0
M101616,Retail,Small,East,Standard,34,20,83.31,1666.2,23,12.0,2,5.0,6.6,0,1,7,1,0
M101617,Services,Small,South,Plus,1,26,120.29,3127.54,7,-1.2,2,16.5,8.6,1,0,5,1,1
M101618,Health,Small,West,Plus,11,21,48.55,1019.55,11,25.5,3,31.1,7.0,0,3,1,0,1
M101619,Retail,Small,West,Premium,14,50,18.41,920.5,3,-47.4,0,9.2,7.5,1,1,1,0,1
M101620,Retail,Small,West,Plus,58,31,131.76,4084.56,25,10.9,2,4.2,5.5,1,0,8,1,0
M101621,Services,Enterprise,North,Premium,24,1011,138.1,139619.1,29,20.3,0,7.4,7.6,1,1,3,1,0
M101622,eCommerce,Medium,East,Premium,3,204,205.83,41989.32,20,-28.9,4,10.6,6.7,0,1,2,1,1
M101623,Retail,Enterprise,South,Standard,35,1372,161.03,220933.16,16,-29.6,2,9.9,5.6,1,0,8,1,0
M101624,Food & Beverage,Small,North,Premium,57,24,60.03,1440.72,10,25.0,2,10.6,6.1,0,1,3,0,1
M101625,eCommerce,Medium,South,Premium,34,142,53.0,7526.0,26,28.8,3,34.3,7.0,0,1,6,1,0
M101626,Food & Beverage,Medium,North,Standard,27,220,78.68,17309.6,44,32.9,2,15.9,8.8,0,2,7,1,1
M101627,Retail,Small,North,Plus,11,61,22.83,1392.63,8,-12.2,1,14.5,5.2,2,1,4,1,1
M101628,Retail,Small,East,Standard,52,40,35.379999999999995,1415.2,13,7.4,1,6.9,5.8,0,2,6,0,1
M101629,Food & Beverage,Small,East,Plus,7,30,48.93,1467.9,6,10.3,3,22.6,7.6,1,0,5,0,0
M101630,Food & Beverage,Small,South,Standard,56,19,93.58,1778.02,16,-34.6,4,25.5,5.7,0,0,4,0,1
M101631,Travel,Small,North,Plus,14,56,95.83,5366.48,11,6.5,0,15.5,7.7,2,1,1,1,1
M101632,Services,Small,West,Standard,9,31,50.44,1563.64,14,6.1,0,14.4,6.2,0,1,1,1,0
M101633,eCommerce,Small,East,Plus,21,27,24.16,652.32,26,19.4,2,4.9,8.3,1,0,7,1,0
M101634,Health,Medium,East,Standard,1,121,82.54,9987.34,31,-9.6,3,16.6,4.6,0,3,7,1,0
M101635,Food & Beverage,Small,North,Plus,1,24,23.22,557.28,5,30.5,1,27.0,7.1,1,0,1,0,1
M101636,Food & Beverage,Small,North,Standard,12,29,38.89,1127.81,19,4.8,2,15.9,3.4,0,1,3,1,1
M101637,Travel,Medium,North,Plus,41,202,59.79,12077.58,38,40.6,1,18.4,8.2,2,0,4,1,0
M101638,Retail,Small,North,Standard,49,26,21.71,564.46,22,19.4,1,8.7,7.1,1,1,1,1,1
M101639,eCommerce,Small,West,Standard,15,43,34.120000000000005,1467.16,7,9.1,5,11.3,7.7,1,2,4,1,1
M101640,eCommerce,Small,South,Standard,39,37,89.34,3305.58,30,-23.0,3,7.0,7.6,0,1,8,0,0
M101641,Retail,Small,East,Premium,21,87,78.72,6848.64,23,-26.0,3,26.5,3.5,1,1,5,1,0
M101642,Food & Beverage,Small,West,Standard,26,22,26.0,572.0,21,38.2,0,8.9,9.3,0,1,8,0,0
M101643,Retail,Small,West,Plus,20,42,63.73,2676.66,13,22.3,4,25.7,6.9,0,2,4,1,0
M101644,Retail,Small,South,Standard,53,43,18.23,783.89,20,-3.3,4,11.5,8.2,0,1,7,0,0
M101645,Food & Beverage,Enterprise,South,Plus,31,837,74.24,62138.88,77,-6.2,1,23.1,5.2,2,0,8,1,0
M101646,Food & Beverage,Enterprise,South,Standard,30,1241,35.9,44551.9,2,7.9,2,12.8,7.3,0,1,5,1,0
M101647,eCommerce,Small,North,Standard,51,52,47.12,2450.24,11,-26.6,2,9.8,5.0,2,0,7,1,1
M101648,Travel,Small,West,Standard,39,41,55.91,2292.31,12,-7.3,1,8.7,7.4,1,0,2,1,0
M101649,eCommerce,Small,East,Standard,9,65,26.94,1751.1,1,16.5,3,22.1,5.0,0,1,8,1,0
M101650,Retail,Medium,South,Standard,12,103,34.32,3534.96,55,19.4,1,14.7,10.0,0,4,8,0,1
M101651,Retail,Medium,East,Standard,21,164,122.74,20129.36,6,-5.1,1,19.8,7.6,0,0,5,1,1
M101652,Retail,Small,East,Plus,6,67,45.25,3031.75,6,38.2,2,27.9,8.3,2,1,1,0,1
M101653,Retail,Small,North,Premium,41,55,57.64,3170.2,4,26.0,2,10.7,6.7,0,2,3,0,0
M101654,Health,Small,East,Standard,30,48,58.16,2791.68,11,-13.9,3,19.3,7.3,2,3,3,0,1
M101655,Food & Beverage,Enterprise,West,Premium,3,1848,103.59,191434.32,21,-25.1,1,10.5,8.5,0,2,8,0,0
M101656,Retail,Enterprise,East,Standard,24,614,81.35,49948.9,15,16.1,2,9.4,5.4,1,1,1,1,0
M101657,eCommerce,Small,East,Standard,49,53,27.77,1471.81,7,-6.9,7,22.0,5.4,1,3,1,1,0
M101658,Food & Beverage,Medium,North,Standard,54,319,110.7,35313.3,20,-11.1,1,3.6,9.0,0,3,7,0,0
M101659,Retail,Small,East,Standard,57,32,132.89,4252.48,15,7.9,1,21.2,6.2,1,2,8,1,0
M101660,Retail,Medium,West,Standard,55,552,27.67,15273.84,35,18.8,0,12.5,5.8,0,1,3,0,0
M101661,Services,Enterprise,South,Premium,36,1285,43.65,56090.25,9,20.4,2,7.9,6.2,0,0,1,1,1
M101662,eCommerce,Small,East,Plus,55,19,49.77,945.63,8,4.2,2,15.1,4.9,0,5,8,0,0
M101663,Retail,Small,East,Plus,57,46,44.6,2051.6,27,-47.5,2,4.1,4.3,0,0,7,0,0
M101664,Travel,Medium,North,Standard,38,171,74.44,12729.24,6,24.0,0,3.3,4.7,1,2,6,1,0
M101665,Travel,Small,South,Standard,25,60,47.29,2837.4,4,-14.7,5,9.4,7.2,0,2,7,1,0
M101666,eCommerce,Medium,West,Plus,57,267,39.22,10471.74,14,9.8,0,3.0,8.5,0,1,8,1,0
M101667,Retail,Small,West,Standard,25,32,76.28,2440.96,22,0.3,1,9.7,10.0,1,1,6,1,0
M101668,Retail,Enterprise,South,Standard,10,2030,15.54,31546.2,3,52.4,2,15.0,6.8,2,2,1,0,0
M101669,Travel,Small,South,Standard,7,56,60.09,3365.04,29,48.3,1,50.2,3.0,0,3,7,1,0
M101670,Food & Beverage,Small,West,Standard,34,30,69.78,2093.4,3,-7.1,0,22.2,6.4,1,0,1,0,1
M101671,Services,Small,North,Plus,3,38,106.91,4062.58,9,-26.6,1,2.4,8.6,3,2,1,0,0
M101672,eCommerce,Small,South,Standard,7,48,55.32,2655.36,15,-24.9,2,33.6,7.6,0,2,4,0,1
M101673,Retail,Small,North,Standard,15,35,19.02,665.7,37,9.0,0,5.6,8.8,0,1,3,0,1
M101674,eCommerce,Medium,North,Premium,32,196,57.16,11203.36,39,-8.9,1,16.0,7.7,0,1,5,1,0
M101675,Health,Small,East,Premium,29,41,18.18,745.38,17,-21.4,1,9.9,7.3,1,1,3,1,0
M101676,eCommerce,Small,South,Standard,31,28,65.75999999999999,1841.28,11,-8.5,2,35.0,7.0,1,2,7,1,0
M101677,Food & Beverage,Small,West,Standard,30,18,96.99,1745.82,11,12.9,4,25.6,4.4,0,2,8,0,0
M101678,Travel,Small,West,Plus,59,43,51.23,2202.89,51,1.3,1,30.6,2.9,2,1,8,0,0
M101679,Services,Enterprise,West,Standard,13,598,47.32,28297.36,33,-7.6,1,16.6,10.0,1,2,4,1,1
M101680,eCommerce,Enterprise,East,Standard,28,848,80.36,68145.28,20,-4.9,3,10.3,7.0,2,1,5,0,0
M101681,eCommerce,Small,East,Standard,37,22,64.45,1417.9,17,-0.6,0,17.1,7.6,0,0,1,0,1
M101682,eCommerce,Medium,East,Standard,17,124,77.12,9562.88,16,7.9,3,29.1,1.7,0,2,8,0,0
M101683,Food & Beverage,Medium,West,Premium,11,255,159.13,40578.15,2,9.2,2,7.2,9.7,2,0,3,1,0
M101684,Retail,Enterprise,North,Plus,3,1110,40.68,45154.8,0,-33.3,4,18.8,8.5,1,0,2,1,1
M101685,Retail,Small,East,Premium,20,37,68.14,2521.18,12,6.7,1,20.4,4.1,1,1,7,0,1
M101686,Services,Small,North,Plus,15,25,111.72,2793.0,5,-5.0,0,6.2,6.8,0,1,8,1,1
M101687,Services,Small,South,Plus,12,32,112.66,3605.12,18,-19.3,0,7.5,7.7,0,0,8,1,1
M101688,Services,Medium,South,Plus,17,251,71.71,17999.21,17,-5.2,1,10.6,5.0,0,1,1,0,0
M101689,Food & Beverage,Medium,East,Plus,42,216,46.24,9987.84,3,28.4,0,14.1,7.7,1,0,8,0,0
M101690,eCommerce,Small,West,Standard,49,53,76.58,4058.74,18,20.8,4,15.2,8.5,1,1,4,1,1
M101691,Travel,Small,North,Standard,31,56,77.45,4337.2,19,5.1,2,13.7,7.4,2,1,2,1,1
M101692,Retail,Medium,East,Plus,4,201,84.55,16994.55,18,-16.7,0,35.0,3.3,1,1,2,1,0
M101693,eCommerce,Medium,North,Standard,44,115,28.75,3306.25,9,-26.9,1,11.3,5.4,1,2,6,0,1
M101694,Services,Small,North,Standard,9,31,130.98000000000002,4060.38,21,-17.7,1,29.1,5.9,1,2,7,0,0
M101695,Services,Medium,South,Standard,4,213,111.94,23843.22,22,3.3,5,51.7,4.6,0,2,4,1,1
M101696,Retail,Small,East,Plus,34,30,52.13,1563.9,21,3.7,5,11.2,6.7,0,0,5,1,0
M101697,eCommerce,Small,North,Standard,26,28,106.03,2968.84,12,-11.3,2,23.7,6.0,2,2,6,1,1
M101698,Health,Small,South,Standard,19,41,50.14,2055.74,40,22.3,0,7.1,4.4,1,2,4,0,1
M101699,eCommerce,Medium,West,Standard,58,515,119.7,61645.5,35,11.5,1,21.8,7.8,3,0,7,0,1
M101700,Travel,Enterprise,South,Standard,6,1012,56.92,57603.04,16,-55.3,0,6.9,8.3,2,1,3,1,0
M101701,Health,Small,West,Premium,4,40,32.25,1290.0,8,5.4,2,3.4,8.3,1,2,3,1,0
M101702,Food & Beverage,Small,West,Standard,35,25,147.55,3688.75,7,19.6,3,22.0,7.2,0,0,4,1,0
M101703,Services,Small,South,Standard,25,62,82.73,5129.26,22,7.5,1,12.7,6.5,1,2,5,1,1
M101704,Food & Beverage,Small,East,Standard,48,54,48.35,2610.9,5,15.8,2,28.6,5.2,1,0,3,1,1
M101705,Health,Small,East,Premium,3,53,125.14,6632.42,23,-2.8,2,9.2,5.5,1,1,3,1,1
M101706,Retail,Small,South,Plus,25,64,77.03,4929.92,4,1.6,4,14.8,9.3,0,1,3,0,0
M101707,Food & Beverage,Small,South,Standard,9,34,44.99,1529.66,14,2.0,2,8.9,7.1,0,0,4,1,0
M101708,Travel,Small,South,Standard,3,36,126.0,4536.0,22,7.0,0,3.2,4.8,1,0,6,0,1
M101709,Food & Beverage,Small,North,Plus,28,73,84.35,6157.55,8,-9.7,2,16.1,6.7,0,1,3,1,0
M101710,eCommerce,Medium,North,Premium,44,275,65.35,17971.25,29,27.0,1,11.2,3.7,2,2,6,0,0
M101711,Food & Beverage,Small,South,Standard,10,18,54.9,988.2,11,34.3,3,5.2,7.7,1,2,3,1,1
M101712,Health,Medium,West,Standard,50,258,31.55,8139.9,15,-8.7,2,29.3,6.4,1,2,2,1,0
M101713,Travel,Enterprise,North,Standard,31,979,12.219999999999999,11963.38,2,-22.7,2,13.5,6.1,1,3,3,0,1
M101714,Food & Beverage,Medium,North,Standard,29,301,79.87,24040.87,4,-26.6,1,7.5,5.7,1,3,7,1,0
M101715,eCommerce,Small,South,Plus,55,46,27.84,1280.64,2,11.9,2,21.0,7.4,0,4,3,1,0
M101716,Food & Beverage,Small,East,Premium,20,22,31.54,693.88,25,15.9,2,25.0,6.2,2,1,6,1,0
M101717,Services,Medium,North,Premium,12,242,49.68,12022.56,10,12.0,2,6.0,4.2,0,2,5,0,0
M101718,Services,Small,North,Plus,47,43,50.37,2165.91,31,13.9,4,7.8,9.1,0,1,6,0,0
M101719,eCommerce,Small,North,Standard,7,45,33.97,1528.65,1,-9.5,4,12.3,5.5,1,1,5,1,0
M101720,Retail,Small,South,Premium,52,49,79.83,3911.67,20,-40.8,1,15.6,4.7,0,2,8,0,0
M101721,Retail,Small,North,Standard,49,68,19.73,1341.64,2,-7.9,3,33.8,8.1,0,1,8,1,0
M101722,eCommerce,Small,West,Standard,58,46,78.96,3632.16,7,39.4,2,2.8,9.2,2,1,3,0,0
M101723,Services,Medium,West,Plus,28,222,46.52,10327.44,13,8.8,0,36.6,5.1,0,1,4,1,0
M101724,Food & Beverage,Small,South,Standard,37,60,32.989999999999995,1979.4,10,12.3,1,13.2,4.9,3,2,3,1,0
M101725,Retail,Small,North,Plus,53,88,20.84,1833.92,18,22.9,1,26.7,4.8,0,3,6,1,0
M101726,Food & Beverage,Medium,North,Premium,8,303,60.07,18201.21,9,-15.5,1,25.4,5.6,2,1,4,1,1
M101727,Travel,Small,South,Plus,19,43,26.59,1143.37,12,7.9,3,13.6,8.9,2,1,8,1,0
M101728,Retail,Medium,South,Plus,28,256,24.37,6238.72,6,14.3,3,11.0,9.1,0,2,6,1,0
M101729,Food & Beverage,Small,East,Standard,38,44,111.06,4886.64,23,-17.5,1,16.4,7.0,0,2,4,1,1
M101730,Health,Small,South,Standard,41,40,23.0,920.0,16,11.0,4,17.0,7.8,1,1,3,1,0
M101731,Retail,Enterprise,South,Plus,55,2560,19.509999999999998,49945.6,20,31.5,0,6.0,7.0,1,0,7,1,0
M101732,eCommerce,Small,South,Plus,29,31,75.55,2342.05,14,-5.8,2,12.5,5.6,0,1,7,1,1
M101733,Retail,Small,East,Premium,11,60,62.78,3766.8,26,-34.9,0,8.0,4.8,0,0,8,1,1
